Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
MOJO COFFEE SHOP,101 N BOARDWALK,REHOBOTH BEACH,19971,08/11/2021,Routine,2-102.11,Demonstration of Knowledge,"101 N BOARDWALK
REHOBOTH BEACH, DE 19971
(38.7182, -75.076279)"
MOJO COFFEE SHOP,101 N BOARDWALK,REHOBOTH BEACH,19971,08/11/2021,Routine,7-202.12,Conditions of Use,"101 N BOARDWALK
REHOBOTH BEACH, DE 19971
(38.7182, -75.076279)"
MOJO COFFEE SHOP,101 N BOARDWALK,REHOBOTH BEACH,19971,09/07/2021,Follow-up,4-302.14,"Sanitizing Solutions, Testing Devices","101 N BOARDWALK
REHOBOTH BEACH, DE 19971
(38.7182, -75.076279)"
MOJO COFFEE SHOP,101 N BOARDWALK,REHOBOTH BEACH,19971,09/07/2021,Follow-up,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"101 N BOARDWALK
REHOBOTH BEACH, DE 19971
(38.7182, -75.076279)"
MOJO COFFEE SHOP,101 N BOARDWALK,REHOBOTH BEACH,19971,09/07/2021,Follow-up,2-103.11,Person-In-Charge-Duties,"101 N BOARDWALK
REHOBOTH BEACH, DE 19971
(38.7182, -75.076279)"
MOJO COFFEE SHOP,101 N BOARDWALK,REHOBOTH BEACH,19971,09/07/2021,Follow-up,2-102.11,Demonstration of Knowledge,"101 N BOARDWALK
REHOBOTH BEACH, DE 19971
(38.7182, -75.076279)"
MOJO COFFEE SHOP,101 N BOARDWALK,REHOBOTH BEACH,19971,09/20/2021,Follow-up,,,"101 N BOARDWALK
REHOBOTH BEACH, DE 19971
(38.7182, -75.076279)"
MOJ'S GRILL-SKATING CLUB OF WILMINGTON,1301 CARRUTHERES LANE,WILMINGTON,19803,11/17/2021,Routine,,,"1301 CARRUTHERES LANE
WILMINGTON, DE 19803
(39.769499, -75.53951)"
MOOSE LODGE 646,28971 LEWES-GEORGETOWN HWY,LEWES,19958,01/23/2020,Routine,6-501.111,Controlling Pests,"28971 LEWES-GEORGETOWN HWY
LEWES, DE 19958
(38.735077, -75.232928)"
MOOSE LODGE 646,28971 LEWES-GEORGETOWN HWY,LEWES,19958,02/20/2020,Follow-up,,,"28971 LEWES-GEORGETOWN HWY
LEWES, DE 19958
(38.735077, -75.232928)"
MORELLA MEXICAN RESTAURANT & BAR,4617 OGLETOWN-STATON ROAD,NEWARK,19713,02/17/2021,Routine,,,"4617 OGLETOWN-STATON ROAD
NEWARK, DE 19713
(39.686093, -75.680595)"
MORNING BUN BAKE SHOP,35715 ATLANTIC AVE,MILLVILLE,19967,11/10/2021,Routine,,,"35715 ATLANTIC AVE
MILLVILLE, DE 19967
(38.546707, -75.105166)"
MORRIS EARLY CHILDHOOD CTR,8609 3RD ST,LINCOLN,19960,10/20/2021,Routine,,,"8609 3RD ST
LINCOLN, DE 19960
(38.869552, -75.418982)"
MOTHER NATURES SUN,1304 OLD LANCASTER PIKE,HOCKESSIN,19707,07/14/2021,Routine,,,"1304 OLD LANCASTER PIKE
HOCKESSIN, DE 19707
(39.788287, -75.697805)"
MOUNTAIRE POULTRY PLANT,40 HOOSIER ST,SELBYVILLE,19975,01/25/2021,Routine,,,"40 HOOSIER ST
SELBYVILLE, DE 19975
(38.460047, -75.226191)"
MOVIES AT MIDWAY,29 MIDWAY CENTER,REHOBOTH BEACH,19971,01/07/2020,Complaint,,,
MR. DELI AT THE BEACH,1808 COASTAL HWY,DEWEY  BEACH,19971,04/23/2021,Routine,,,"1808 COASTAL HWY
DEWEY  BEACH, DE 19971
(38.694114, -75.074905)"
MT PLEASANT UMC,MT PLEASANT RD,LAUREL,19956,01/02/2020,Routine,,,
"MUG & SPOON, LLC DBA SOMEWHERE",52 BALTIMORE AVENUE,REHOBOTH BEACH,19971,05/04/2021,Routine,,,"52 BALTIMORE AVENUE
REHOBOTH BEACH, DE 19971
(38.71699, -75.081205)"
MULLIGANS,631 BAYVIEW ROAD,MIDDLETOWN,19709,05/22/2020,Routine,,,"631 BAYVIEW ROAD
MIDDLETOWN, DE 19709
(39.492496, -75.645863)"
MULLIGAN'S POINT,22426 SUSSEX PINES RD,GEORGETOWN,19947,01/29/2020,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","22426 SUSSEX PINES RD
GEORGETOWN, DE 19947
(38.666882, -75.354393)"
MULLIGAN'S POINT,22426 SUSSEX PINES RD,GEORGETOWN,19947,06/30/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","22426 SUSSEX PINES RD
GEORGETOWN, DE 19947
(38.666882, -75.354393)"
MULLIGAN'S POINT,22426 SUSSEX PINES RD,GEORGETOWN,19947,06/30/2021,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","22426 SUSSEX PINES RD
GEORGETOWN, DE 19947
(38.666882, -75.354393)"
MULLIGAN'S POINT,22426 SUSSEX PINES RD,GEORGETOWN,19947,07/07/2021,Follow-up,,,"22426 SUSSEX PINES RD
GEORGETOWN, DE 19947
(38.666882, -75.354393)"
MULROONEY'S TAVERN,201 NEW ROAD,ELSMERE,19805,01/29/2020,Routine,7-102.11,Common Name-Working Containers,"201 NEW ROAD
ELSMERE, DE 19805
(39.741051, -75.584306)"
MULROONEY'S TAVERN,201 NEW ROAD,ELSMERE,19805,01/29/2020,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","201 NEW ROAD
ELSMERE, DE 19805
(39.741051, -75.584306)"
MULROONEY'S TAVERN,201 NEW ROAD,ELSMERE,19805,01/29/2020,Routine,6-501.111,Controlling Pests,"201 NEW ROAD
ELSMERE, DE 19805
(39.741051, -75.584306)"
MULROONEY'S TAVERN,201 NEW ROAD,ELSMERE,19805,01/29/2020,Routine,5-204.11,Handwashing Sinks-Location and Placement,"201 NEW ROAD
ELSMERE, DE 19805
(39.741051, -75.584306)"
MURPHS IRISH PUB,401 PHILADELPHIA PIKE,WILMINGTON,19809,12/07/2021,Routine,,,"401 PHILADELPHIA PIKE
WILMINGTON, DE 19809
(39.767131, -75.508111)"
MURPHY'S BAR & GRILL,MASON DIXION SHOPPING CTR,SELBYVILLE,19975,02/10/2020,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness",
MURPHY'S BAR & GRILL,MASON DIXION SHOPPING CTR,SELBYVILLE,19975,03/04/2020,Follow-up,,,
MYAGI'S RAMEN BAR,19266 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,09/22/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"19266 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.724414, -75.124661)"
MYAGI'S RAMEN BAR,19266 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,09/22/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","19266 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.724414, -75.124661)"
MYAGI'S RAMEN BAR,19266 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,09/22/2021,Routine,6-301.12,Hand Drying Provision,"19266 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.724414, -75.124661)"
MYAGI'S RAMEN BAR,19266 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,09/22/2021,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","19266 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.724414, -75.124661)"
MYAGI'S RAMEN BAR,19266 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,09/22/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","19266 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.724414, -75.124661)"
MYAGI'S RAMEN BAR,19266 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,09/22/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","19266 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.724414, -75.124661)"
MYAGI'S RAMEN BAR,19266 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,09/30/2021,Follow-up,8-103.12,Conformance with Approved Procedures,"19266 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.724414, -75.124661)"
MYAGI'S RAMEN BAR,19266 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,10/28/2021,Follow-up,,,"19266 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.724414, -75.124661)"
N GEORGETOWN ELEM SCHOOL,664 N BEDFORD ST,GEORGETOWN,19947,03/02/2020,Routine,,,"664 N BEDFORD ST
GEORGETOWN, DE 19947
(38.704388, -75.401108)"
N GEORGETOWN ELEM SCHOOL,664 N BEDFORD ST,GEORGETOWN,19947,09/24/2021,Routine,,,"664 N BEDFORD ST
GEORGETOWN, DE 19947
(38.704388, -75.401108)"
N LAUREL ELEM SCH CAFETERIA,600 S WILSON ST,LAUREL,19956,03/05/2020,Routine,,,
N LAUREL ELEM SCH CAFETERIA,600 S WILSON ST,LAUREL,19956,10/05/2021,Routine,,,
N213499,629 W 4TH STREET,WILMINGTON,19801,11/18/2021,Routine,,,"629 W 4TH STREET
WILMINGTON, DE 19801
(39.742887, -75.557341)"
NANA & POPS ICE CREAM & WATER ICE,32369 LONGNECK RD,MILLSBORO,19966,08/09/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"32369 LONGNECK RD
MILLSBORO, DE 19966
(38.632323, -75.181383)"
NANA & POPS ICE CREAM & WATER ICE,32369 LONGNECK RD,MILLSBORO,19966,08/09/2021,Routine,7-202.12,Conditions of Use,"32369 LONGNECK RD
MILLSBORO, DE 19966
(38.632323, -75.181383)"
NANA & POPS ICE CREAM & WATER ICE,32369 LONGNECK RD,MILLSBORO,19966,08/09/2021,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,"32369 LONGNECK RD
MILLSBORO, DE 19966
(38.632323, -75.181383)"
NECTAR CAFÉ AND JUICE BAR,111 NEILS WAY,LEWES,19958,12/18/2020,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","111 NEILS WAY
LEWES, DE 19958
(38.775727, -75.138929)"
NEW YORK FRIED CHICKEN & GRILL,65 MARROWS RD,NEWARK,19713,10/14/2020,Routine,,,"65 MARROWS RD
NEWARK, DE 19713
(39.666744, -75.727146)"
NEWARK CHARTER SCHOOL,2001 PATRIOT WAY,NEWARK,19711,08/17/2021,Routine,,,"2001 PATRIOT WAY
NEWARK, DE 19711
(39.661813, -75.775817)"
NICOLA PIZZA ON THE AVE,71 REHOBOTH AVE,REHOBOTH BEACH,19971,09/22/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"71 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716528, -75.078605)"
NICOLA'S PIZZA,8 N FIRST ST,REHOBOTH BEACH,19971,09/22/2021,Routine,,,"8 N FIRST ST
REHOBOTH BEACH, DE 19971
(38.716944, -75.07901)"
NO 1 CHINESE,130 E MARKETST,LAUREL,19956,03/16/2020,Routine,,,"130 E MARKETST
LAUREL, DE 19956
(38.556724, -75.570404)"
NO 1 CHINESE,130 E MARKETST,LAUREL,19956,07/28/2021,Routine,4-302.12,Food Temperature Measuring Devices,"130 E MARKETST
LAUREL, DE 19956
(38.556724, -75.570404)"
NO. 1 CHINESE RESTAURANT,139 EAST MARKET ST,GEORGETOWN,19947,06/21/2021,Routine,6-301.12,Hand Drying Provision,"139 EAST MARKET ST
GEORGETOWN, DE 19947
(38.691712, -75.383784)"
NO. 1 CHINESE RESTAURANT,139 EAST MARKET ST,GEORGETOWN,19947,06/21/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","139 EAST MARKET ST
GEORGETOWN, DE 19947
(38.691712, -75.383784)"
NO. 1 CHINESE RESTAURANT,784 GARFIELD PARKWAY,BETHANY BEACH,19930,01/27/2021,Routine,,,"784 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.540419, -75.071283)"
NO. 1 CHINESE RESTAURANT,784 GARFIELD PARKWAY,BETHANY BEACH,19930,10/28/2021,Routine,6-301.12,Hand Drying Provision,"784 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.540419, -75.071283)"
NORTHEAST SEAFOOD KITCHEN,29 N ATLANTIC AVE #F,OCEAN VIEW,19970,01/28/2020,Routine,,,"29 N ATLANTIC AVE #F
OCEAN VIEW, DE 19970
(38.543434, -75.086629)"
NOTHING BETTER LLC,14882 HARDSCRABBLE RD,SEAFORD,19973,01/21/2020,Routine,,,"14882 HARDSCRABBLE RD
SEAFORD, DE 19973
(38.619535, -75.482783)"
NY GYRO GRILL,3541 PHILADELPHIA PIKE,CLAYMONT,19703,11/30/2020,Routine,,,"3541 PHILADELPHIA PIKE
CLAYMONT, DE 19703
(39.802976, -75.456997)"
OAK ORCHARD DINER,2 TRADING POST PLAZA,MILLSBORO,19966,02/26/2020,Routine,,,
OATH 84,405 N KING ST,WILMINGTON,19801,06/24/2021,Routine,,,"405 N KING ST
WILMINGTON, DE 19801
(39.740629, -75.550015)"
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,5-201.11,Approved-Materials,
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils",
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding",
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation",
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,3-203.12,"Shellstock, Maintaining Identification",
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils",
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,7-202.12,Conditions of Use,
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,4-302.12,Food Temperature Measuring Devices,
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,6-301.11,"Handwashing Cleanser, Availability",
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,3-306.11,Food Display-Preventing Contamination by Consumers,
OBIE'S BY THE SEA,OLIVE AVE & THE BOARDS,REHOBOTH BEACH,19971,09/02/2021,Routine,2-501.11,Clean-up of Vomiting and Diarrheal Events,
OCEAN GRILL II,26089 LONG NECK RD,MILLSBORO,19966,03/27/2020,Routine,,,
OCEAN GRILL II,26089 LONG NECK RD,MILLSBORO,19966,11/05/2021,Routine,5-201.11,Approved-Materials,
OCEAN GRILL II,26089 LONG NECK RD,MILLSBORO,19966,11/05/2021,Routine,6-301.12,Hand Drying Provision,
OCEAN GRILL II,26089 LONG NECK RD,MILLSBORO,19966,11/05/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking",
OCEANSIDE KIOSK AT SEA COLONY,33546 MARKET PLACE,BETHANY BEACH,19930,07/01/2021,Routine,5-205.15,System Maintained in Good Repair,"33546 MARKET PLACE
BETHANY BEACH, DE 19930
(38.527262, -75.057606)"
OCN BLU BEACH BAR  AND GRILLE,37169 REHOBOTH AVE EXT UNIT 6 & 7,REHOBOTH BEACH,19971,02/14/2020,Routine,,,"37169 REHOBOTH AVE EXT UNIT 6 & 7
REHOBOTH BEACH, DE 19971
(38.712897, -75.09934)"
ODESSA DINER,3147 DUPONT PARKWAY,TOWNSEND,19734,10/20/2021,Routine,,,"3147 DUPONT PARKWAY
TOWNSEND, DE 19734
(39.448775, -75.664724)"
ODESSA FIRE COMPANY,304 MAIN STREET,ODESSA,19730,11/20/2020,Routine,,,"304 MAIN STREET
ODESSA, DE 19730
(39.455147, -75.658427)"
OFF THE HOOK,769 GARFIELD PKY,BETHANY BEACH,19930,01/30/2020,Routine,6-301.11,"Handwashing Cleanser, Availability","769 GARFIELD PKY
BETHANY BEACH, DE 19930
(38.540499, -75.071617)"
OFF THE HOOK,769 GARFIELD PKY,BETHANY BEACH,19930,08/18/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","769 GARFIELD PKY
BETHANY BEACH, DE 19930
(38.540499, -75.071617)"
OFF THE HOOK,769 GARFIELD PKY,BETHANY BEACH,19930,08/18/2021,Routine,6-301.12,Hand Drying Provision,"769 GARFIELD PKY
BETHANY BEACH, DE 19930
(38.540499, -75.071617)"
OLD MILL REST,120 MULLET RUN,MILFORD,19963,05/19/2021,Routine,,,"120 MULLET RUN
MILFORD, DE 19963
(38.929495, -75.448553)"
OLD SHOAL MOBILE UNIT,1408 BAY AVE,LEWES,19958,07/01/2021,Routine,,,"1408 BAY AVE
LEWES, DE 19958
(38.784507, -75.146538)"
OLD WORLD BREADS INC,32191 NASSAU RD,LEWES,19958,01/07/2020,Routine,,,"32191 NASSAU RD
LEWES, DE 19958
(38.751856, -75.18754)"
"OLIVE ORCHARD, THE",70 REHOBOTH AVE,REHOBOTH BEACH,19971,06/14/2021,Routine,,,"70 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716284, -75.078492)"
"OLIVE ORCHARD, THE",70 REHOBOTH AVE,REHOBOTH BEACH,19971,06/14/2021,Routine,,,"70 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716284, -75.078492)"
OMY SMOKED BBQ,4737 CONCORD PIKE #810,WILMINGTON,19803,08/10/2021,Routine,,,
ONE STOP MARKET,436 E MARKET ST,GEORGETOWN,19947,07/27/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","436 E MARKET ST
GEORGETOWN, DE 19947
(38.695417, -75.378982)"
ORTIZ BAKERY,25 GEORGETOWN PLAZA,GEORGETOWN,19947,01/09/2020,Routine,6-301.11,"Handwashing Cleanser, Availability","25 GEORGETOWN PLAZA
GEORGETOWN, DE 19947
(38.68029, -75.396529)"
ORTIZ BAKERY,25 GEORGETOWN PLAZA,GEORGETOWN,19947,07/19/2021,Routine,,,"25 GEORGETOWN PLAZA
GEORGETOWN, DE 19947
(38.68029, -75.396529)"
OUMI SUSHI @ SPROUTS 816,4801 CONCORD PIKE,WILMINGTON,19803,03/11/2020,Routine,,,
OUTBACK STEAKHOUSE,19917 SEA BLOSSOM BLVD,REHOBOTH BEACH,19971,10/01/2020,Routine,,,"19917 SEA BLOSSOM BLVD
REHOBOTH BEACH, DE 19971
(38.716385, -75.107802)"
OVER THE BORDER TACOS,125 N MARKET ST,WILMINGTON,19801,12/10/2021,Routine,,,"125 N MARKET ST
WILMINGTON, DE 19801
(39.738651, -75.552496)"
OVERSTUFFED SANDWICHES,28266 LEWES GERORGETOWN HWY,MILTON,19968,02/20/2020,Routine,,,"28266 LEWES GERORGETOWN HWY
MILTON, DE 19968
(38.730608, -75.256737)"
PACHAMAMA PERUVIAN ROTISSERIE,3 S ORANGE STREET,WILMINGTON,19801,02/10/2021,Routine,,,"3 S ORANGE STREET
WILMINGTON, DE 19801
(39.737368, -75.554956)"
"PAISANO'S PIZZA, LLC",1508 BEAVER BROOK PLAZA,NEW CASTLE,19720,08/04/2021,Routine,,,"1508 BEAVER BROOK PLAZA
NEW CASTLE, DE 19720
(39.643269, -75.624779)"
PANDA CHINESE RESTAURANT,26396 BAY FARM RD UNIT 8A,MILLSBORO,19966,09/17/2021,Routine,,,"26396 BAY FARM RD UNIT 8A
MILLSBORO, DE 19966
(38.626508, -75.194397)"
PANDA TOKYO,30214 SUSSEX HWY UNIT #6,LAUREL,19956,03/16/2020,Routine,,,"30214 SUSSEX HWY UNIT #6
LAUREL, DE 19956
(38.574569, -75.565462)"
PANDA TOKYO,30214 SUSSEX HWY UNIT #6,LAUREL,19956,08/17/2021,Routine,5-205.15,System Maintained in Good Repair,"30214 SUSSEX HWY UNIT #6
LAUREL, DE 19956
(38.574569, -75.565462)"
PANERA BREAD,584 MIDDLETOWN WARWICK RD,MIDDLETOWN,19709,06/08/2021,Routine,,,"584 MIDDLETOWN WARWICK RD
MIDDLETOWN, DE 19709
(39.450953, -75.726174)"
PANERA BREAD # 3806,18423 COASTAL HWY,REHOBOTH BEACH,19971,09/08/2021,Routine,,,"18423 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.739713, -75.145601)"
PAPA JOHN PIZZA PJ RESTAURANT LLC,3403 LANCASTER PIKE,WILMINGTON,19805,02/08/2021,Routine,,,"3403 LANCASTER PIKE
WILMINGTON, DE 19805
(39.754293, -75.593095)"
PAPA JOHNS,19330 LIGHTHOUSE PLAZA UNIT 1B,REHOBOTH BEACH,19971,06/15/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,
PAPA JOHNS PIZZA PJ RESTAURANT LCC,1162 PULASKI HWY,BEAR,19701,02/03/2021,Routine,,,"1162 PULASKI HWY
BEAR, DE 19701
(39.630621, -75.663722)"
PAPA JOHNS PIZZA PJ RESTAURANT LCC,386 E MAIN ST,MIDDLETOWN,19711,02/03/2021,Routine,,,"386 E MAIN ST
MIDDLETOWN, DE 19711
(39.450352, -75.703649)"
PAPA JOHNS PIZZA PJ RESTAURANT LLC,480 PEOPLE PLAZA,NEWARK,19702,02/11/2021,Routine,,,"480 PEOPLE PLAZA
NEWARK, DE 19702
(39.602701, -75.747646)"
PAPA JOHNS PIZZA PJ RESTAURANTS,181 EAST MAIN ST,NEWARK,19711,02/11/2021,Routine,,,"181 EAST MAIN ST
NEWARK, DE 19711
(39.683626, -75.745637)"
PAPA JOHNS PIZZA PJ RESTAURANTS,4140 OGLETOWN STANTON RD,NEWARK,19713,02/12/2021,Routine,,,"4140 OGLETOWN STANTON RD
NEWARK, DE 19713
(39.685079, -75.683242)"
PAPA JOHNS PIZZA PJ RESTAURANTS LCC,222 LANTANNA DRIVE,HOCKESSIN,19707,02/04/2021,Routine,,,"222 LANTANNA DRIVE
HOCKESSIN, DE 19707
(39.774244, -75.711035)"
PAPA JOHNS PIZZA PJ RESTAURANTS LLC,2114 MARSH RD,WILMINGTON,19810,02/11/2021,Routine,,,"2114 MARSH RD
WILMINGTON, DE 19810
(39.812326, -75.493939)"
PAPA JOHNS PIZZA PJ RESTAURANTS LLC,531 BASIN RD,NEW CASTLE,19720,02/11/2021,Routine,,,"531 BASIN RD
NEW CASTLE, DE 19720
(39.688905, -75.596282)"
PARADISE JACKSPOT,20628 LONG BEACH DR,MILLSBORO,19966,09/07/2021,Routine,5-205.12,Prohibiting a Cross Connection,
PARK CAFÉ,2510 W 5TH ST,WILMINGTON,19805,12/08/2020,Routine,,,"2510 W 5TH ST
WILMINGTON, DE 19805
(39.752618, -75.578918)"
PARKWAY RESTAURANT,POB 71,BETHANY BEACH,19930,08/26/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,
PARSONS FARMS PRODUCE,30381 ARMORY RD,DAGSBORO,19939,11/16/2021,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","30381 ARMORY RD
DAGSBORO, DE 19939
(38.539551, -75.219973)"
PATS PIZZA,17644 COASTAL HWY UT 7,LEWES,19958,01/23/2020,Routine,,,"17644 COASTAL HWY UT 7
LEWES, DE 19958
(38.748443, -75.168058)"
"PATSY'S GOURMET, LLC",121 CAMPBELL PLACE,BETHANY BEACH,19930,07/20/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"121 CAMPBELL PLACE
BETHANY BEACH, DE 19930
(38.539364, -75.057001)"
PATTY'S,1141 SAVANNAH RD,LEWES,19958,03/09/2020,Routine,,,"1141 SAVANNAH RD
LEWES, DE 19958
(38.765053, -75.149004)"
PEARL OF THE ANTILLES,100 MARIO DR,BEAR,19701,11/10/2021,Routine,,,"100 MARIO DR
BEAR, DE 19701
(39.649284, -75.661432)"
PEGGY'S KITCHEN,RT 13 MARKET,LAUREL,19956,06/25/2021,Routine,,,
PENGUIN DINER,105 B GARFIELD PRWY,BETHANY BEACH,19930,05/27/2020,Routine,,,"105 B GARFIELD PRWY
BETHANY BEACH, DE 19930
(38.538483, -75.055767)"
PERDUE FARMS CAFETERIA,200 SAVANNAH RD,GEORGETOWN,19947,08/16/2021,Routine,,,
PETE'S PIZZA,2625-27 N MARKET STREET,WILMINGTON,19802,08/16/2021,Routine,,,"2625-27 N MARKET STREET
WILMINGTON, DE 19802
(39.754796, -75.535171)"
PHILLIS WHEATLEY ELEMENTARY SCHOOL,48 CHURCH STREET,BRIDGEVILLE,19930,09/27/2021,Routine,,,"48 CHURCH STREET
BRIDGEVILLE, DE 19930
(38.750385, -75.603196)"
PHILLY DELI & MEAT MARKET,1009 W 4TH STREET,WILMINGTON,19805,10/27/2021,Routine,,,"1009 W 4TH STREET
WILMINGTON, DE 19805
(39.744482, -75.561262)"
PHO BAMI,2113 CONCORD PIKE,WILMINGTON,19803,06/08/2020,Routine,,,
PHO SON,4015 CONCORD PIKE,WILMINGTON,19803,07/09/2020,Routine,,,
PIAZZA,4737 CONCORD PIKE SUITE #840,WILMINGTON,19803,08/23/2021,Routine,,,
PICADERA DOMINICANA,601 A MARYLAND AVE,WILMINGTON,19805,08/17/2021,Routine,,,"601 A MARYLAND AVE
WILMINGTON, DE 19805
(39.738197, -75.565157)"
PICNIC BASKET (THE),TALL PINES RESORT/29629 FIELD ROAD,LEWES,19958,06/02/2021,Routine,,,
PIE,120 A CENTRAL AVE,BETHANY BEACH,19930,08/19/2021,Routine,6-301.12,Hand Drying Provision,"120 A CENTRAL AVE
BETHANY BEACH, DE 19930
(38.540165, -75.057168)"
PIE,120 A CENTRAL AVE,BETHANY BEACH,19930,08/19/2021,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,"120 A CENTRAL AVE
BETHANY BEACH, DE 19930
(38.540165, -75.057168)"
PIZZA HUT,820 NORMAN ESKRIDGE HWY,SEAFORD,19973,04/05/2021,Routine,,,
PIZZA HUT #2901,1837 PULASKI HWY,BEAR,19701,03/26/2021,Routine,,,"1837 PULASKI HWY
BEAR, DE 19701
(39.610722, -75.705766)"
PIZZA KING,401 COLLEGE DR,GEORGETOWN,19947,02/04/2021,Routine,4-302.14,"Sanitizing Solutions, Testing Devices",
PIZZA KING,401 COLLEGE DR,GEORGETOWN,19947,10/18/2021,Routine,,,
PIZZA KING,403 N CENTRAL AVE #A,LAUREL,19956,03/10/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","403 N CENTRAL AVE #A
LAUREL, DE 19956
(38.559701, -75.571936)"
PIZZA KING,403 N CENTRAL AVE #A,LAUREL,19956,03/16/2021,Follow-up,,,"403 N CENTRAL AVE #A
LAUREL, DE 19956
(38.559701, -75.571936)"
